framename,precision_Gesture,recall_Gesture,f1_Gesture,precision_NoGesture,recall_NoGesture,f1_NoGesture,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,accuracy
025,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
026,0.19230769230769232,0.8333333333333334,0.3125,0.996551724137931,0.932258064516129,0.9633333333333334,0.5944297082228117,0.8827956989247312,0.6379166666666667,0.9812812678373568,0.930379746835443,0.9509757383966244,0.930379746835443
027,0.6703910614525139,0.7453416149068323,0.7058823529411765,0.7007299270072993,0.6193548387096774,0.6575342465753424,0.6855604942299066,0.6823482268082548,0.6817082997582595,0.6852724670252726,0.6835443037974683,0.6821673007680616,0.6835443037974683
028,0.7028985507246377,1.0,0.825531914893617,1.0,0.8127853881278538,0.8967254408060453,0.8514492753623188,0.9063926940639269,0.8611286778498312,0.9088011374059806,0.870253164556962,0.8748717319025466,0.870253164556962
029,0.0,0.0,0.0,1.0,0.9968354430379747,0.9984152139461173,0.5,0.49841772151898733,0.49920760697305866,1.0,0.9968354430379747,0.9984152139461173,0.9968354430379747
030,0.0,0.0,0.0,1.0,0.9493670886075949,0.974025974025974,0.5,0.47468354430379744,0.487012987012987,1.0,0.9493670886075949,0.9740259740259739,0.9493670886075949
031,0.3688888888888889,0.5763888888888888,0.44986449864498645,0.32967032967032966,0.1744186046511628,0.22813688212927757,0.34927960927960927,0.3754037467700258,0.339000690387132,0.34754207817498955,0.3575949367088608,0.32917731497187913,0.3575949367088608
032,0.38461538461538464,0.8928571428571429,0.5376344086021505,0.967741935483871,0.6923076923076923,0.8071748878923767,0.6761786600496278,0.7925824175824177,0.6724046482472636,0.864403053051481,0.7278481012658228,0.7594082206763872,0.7278481012658228
033,0.0,0.0,0.0,1.0,0.9873417721518988,0.9936305732484076,0.5,0.4936708860759494,0.4968152866242038,1.0,0.9873417721518988,0.9936305732484075,0.9873417721518988
034,0.8723404255319149,0.82,0.845360824742268,0.71875,0.7931034482758621,0.7540983606557377,0.7955452127659575,0.806551724137931,0.7997295926990029,0.8159591300834905,0.810126582278481,0.8118594138750607,0.810126582278481
035,1.0,0.7151898734177216,0.8339483394833949,0.0,0.0,0.0,0.5,0.3575949367088608,0.41697416974169743,1.0,0.7151898734177216,0.833948339483395,0.7151898734177216
036,0.9728506787330317,0.6935483870967742,0.8097928436911488,0.0,0.0,0.0,0.48642533936651583,0.3467741935483871,0.4048964218455744,0.9543788304026577,0.6803797468354431,0.7944170302033421,0.680379746835443
037,0.8753993610223643,0.9891696750902527,0.9288135593220339,0.0,0.0,0.0,0.43769968051118213,0.49458483754512633,0.46440677966101696,0.7673595664658066,0.8670886075949367,0.8141815061145676,0.8670886075949367
038,0.6484641638225256,0.8962264150943396,0.7524752475247525,0.043478260869565216,0.009615384615384616,0.015748031496062992,0.3459712123460454,0.4529208998548621,0.3841116395104077,0.4493548793063614,0.6044303797468354,0.5100080625026522,0.6044303797468354
039,0.31699346405228757,1.0,0.4813895781637717,1.0,0.045662100456621,0.08733624454148471,0.6584967320261438,0.5228310502283104,0.2843629113526282,0.7903429304211136,0.33860759493670883,0.20829565391288296,0.33860759493670883
040,0.0,0.0,0.0,1.0,0.08860759493670886,0.16279069767441862,0.5,0.04430379746835443,0.08139534883720931,1.0,0.08860759493670886,0.16279069767441862,0.08860759493670886
041,0.5757575757575758,0.9743589743589743,0.7238095238095238,0.996,0.8989169675090253,0.9449715370018975,0.7858787878787878,0.9366379709339998,0.8343905304057107,0.9441346375143843,0.9082278481012658,0.9176762252471424,0.9082278481012658
042,0.0070921985815602835,0.04,0.012048192771084338,0.8628571428571429,0.5189003436426117,0.648068669527897,0.4349746707193516,0.2794501718213059,0.3300584311494907,0.7951542200505304,0.4810126582278481,0.5977505938351112,0.4810126582278481
043,0.770764119601329,0.9469387755102041,0.8498168498168498,0.13333333333333333,0.028169014084507043,0.046511627906976744,0.45204872646733113,0.48755389479735556,0.44816423886191326,0.6275439112942793,0.740506329113924,0.6693273854003909,0.740506329113924
044,0.06666666666666667,0.22807017543859648,0.10317460317460317,0.6363636363636364,0.2972972972972973,0.4052631578947368,0.3515151515151515,0.2626837363679469,0.25421888053467,0.5336018411967779,0.2848101265822785,0.3507725008724342,0.2848101265822785
045,0.19402985074626866,1.0,0.325,1.0,0.4151624548736462,0.5867346938775511,0.5970149253731343,0.7075812274368232,0.4558673469387755,0.9005290005667862,0.4873417721518987,0.5544319943167141,0.4873417721518987
046,0.7896825396825397,0.9802955665024631,0.8747252747252747,0.9375,0.5309734513274337,0.6779661016949152,0.8635912698412698,0.7556345089149483,0.776345688210095,0.8425413150492264,0.819620253164557,0.8043651906985955,0.819620253164557
047,1.0,0.6708860759493671,0.803030303030303,0.0,0.0,0.0,0.5,0.33544303797468356,0.4015151515151515,1.0,0.6708860759493671,0.803030303030303,0.6708860759493671
048,0.9055374592833876,0.9686411149825784,0.936026936026936,0.0,0.0,0.0,0.4527687296416938,0.4843205574912892,0.468013468013468,0.8224343380200387,0.879746835443038,0.8501257298725652,0.879746835443038
049,0.0,0.0,0.0,1.0,0.4588607594936709,0.6290672451193059,0.5,0.22943037974683544,0.31453362255965295,1.0,0.4588607594936709,0.6290672451193059,0.4588607594936709
050,0.0,0.0,0.0,1.0,0.7816455696202531,0.8774422735346359,0.5,0.39082278481012656,0.43872113676731794,1.0,0.7816455696202531,0.8774422735346359,0.7816455696202531
051,0.0,0.0,0.0,1.0,0.6107594936708861,0.7583497053045186,0.5,0.30537974683544306,0.3791748526522593,1.0,0.6107594936708861,0.7583497053045186,0.6107594936708861
052,0.9411764705882353,0.8181818181818182,0.8753799392097265,0.8,0.9343065693430657,0.8619528619528619,0.8705882352941177,0.8762441937624419,0.8686664005812942,0.8793835745160684,0.8690095846645367,0.8695029117841978,0.8690095846645367
053,0.0,0.0,0.0,1.0,0.5253164556962026,0.6887966804979253,0.5,0.2626582278481013,0.34439834024896265,1.0,0.5253164556962026,0.6887966804979253,0.5253164556962026
054,0.0,0.0,0.0,1.0,0.3829113924050633,0.5537757437070938,0.5,0.19145569620253164,0.2768878718535469,1.0,0.3829113924050633,0.5537757437070938,0.3829113924050633
055,0.1783783783783784,0.25984251968503935,0.21153846153846154,0.2824427480916031,0.19576719576719576,0.23125,0.23041056323499073,0.22780485772611755,0.22139423076923076,0.24061940963090833,0.22151898734177214,0.22332795764362223,0.22151898734177214
056,0.35,0.963302752293578,0.5134474327628362,0.75,0.057971014492753624,0.10762331838565023,0.55,0.5106368833931658,0.3105353755742432,0.6120253164556962,0.370253164556962,0.24760695277524922,0.370253164556962
057,0.0,0.0,0.0,1.0,0.1962025316455696,0.328042328042328,0.5,0.0981012658227848,0.164021164021164,1.0,0.1962025316455696,0.328042328042328,0.1962025316455696
058,0.4691358024691358,0.95,0.628099173553719,0.9178082191780822,0.34183673469387754,0.49814126394052044,0.693472010823609,0.6459183673469387,0.5631202187471197,0.7474262887822798,0.5727848101265823,0.547492368856925,0.5727848101265823
059,0.0,0.0,0.0,1.0,0.04113924050632911,0.0790273556231003,0.5,0.020569620253164556,0.03951367781155015,1.0,0.04113924050632911,0.0790273556231003,0.04113924050632911
060,0.26885245901639343,0.9761904761904762,0.42159383033419023,0.8181818181818182,0.03879310344827586,0.07407407407407407,0.5435171385991058,0.507491789819376,0.24783395220413215,0.6721575581505028,0.2879746835443038,0.16645274345967456,0.2879746835443038
061,0.13592233009708737,0.20588235294117646,0.16374269005847952,0.7464788732394366,0.6411290322580645,0.6898047722342733,0.441200601668262,0.42350569259962045,0.4267737311463764,0.6150932880062728,0.5474683544303798,0.5766015393610012,0.5474683544303798
062,0.0,0.0,0.0,1.0,0.8417721518987342,0.9140893470790378,0.5,0.4208860759493671,0.4570446735395189,1.0,0.8417721518987342,0.9140893470790377,0.8417721518987342
063,0.9493670886075949,0.6756756756756757,0.7894736842105263,0.5443037974683544,0.9148936170212766,0.6825396825396826,0.7468354430379747,0.7952846463484762,0.7360066833751044,0.8288735779522511,0.7468354430379747,0.7576642027008449,0.7468354430379747
064,1.0,0.8670886075949367,0.9288135593220339,0.0,0.0,0.0,0.5,0.43354430379746833,0.46440677966101696,1.0,0.8670886075949367,0.9288135593220339,0.8670886075949367
065,0.5753424657534246,0.9130434782608695,0.7058823529411765,0.3333333333333333,0.06060606060606061,0.10256410256410256,0.454337899543379,0.4868247694334651,0.4042232277526395,0.4742500433500954,0.5569620253164557,0.4538633369608799,0.5569620253164557
066,0.336283185840708,0.7835051546391752,0.47058823529411764,0.7666666666666667,0.3150684931506849,0.44660194174757284,0.5514749262536873,0.5492868238949301,0.45859508852084524,0.6345552817295844,0.4588607594936709,0.45396482299445523,0.4588607594936709
067,0.0,0.0,0.0,1.0,0.49050632911392406,0.6581740976645435,0.5,0.24525316455696203,0.32908704883227174,1.0,0.49050632911392406,0.6581740976645435,0.49050632911392406
068,0.6611842105263158,0.9710144927536232,0.786692759295499,0.5,0.05504587155963303,0.09917355371900827,0.580592105263158,0.5130301821566281,0.4429331565072536,0.6055858594270487,0.6550632911392406,0.5495421472453804,0.6550632911392406
069,0.17973856209150327,0.9322033898305084,0.3013698630136986,0.6,0.023346303501945526,0.0449438202247191,0.38986928104575164,0.477774846666227,0.17315684161920886,0.5215334657069578,0.1930379746835443,0.09282083454291463,0.1930379746835443
070,0.9429530201342282,0.939799331103679,0.9413735343383585,0.0,0.0,0.0,0.4714765100671141,0.4698996655518395,0.47068676716917923,0.8922245348738425,0.8892405063291139,0.8907300214150924,0.8892405063291139
071,0.8032128514056225,0.9523809523809523,0.8714596949891068,0.8484848484848485,0.5333333333333333,0.6549707602339181,0.8258488499452354,0.7428571428571429,0.7632152276115125,0.8183035170986979,0.8126984126984127,0.7992967167373772,0.8126984126984127
072,0.25732899022801303,0.9186046511627907,0.4020356234096692,0.2222222222222222,0.008695652173913044,0.016736401673640166,0.23977560622511762,0.46365015166835183,0.20938601254165468,0.23177659579341844,0.2563291139240506,0.12159631644990124,0.2563291139240506
073,1.0,0.5094339622641509,0.675,0.8015267175572519,1.0,0.8898305084745762,0.9007633587786259,0.7547169811320755,0.7824152542372882,0.8681031983766547,0.8354430379746836,0.8177671100622185,0.8354430379746836
074,0.9794871794871794,0.6773049645390071,0.80083857442348,0.24793388429752067,0.8823529411764706,0.3870967741935484,0.61371053189235,0.7798289528577389,0.5939676743085143,0.9007757489920897,0.6993670886075949,0.7563220516139304,0.6993670886075949
075,0.3728813559322034,0.5,0.42718446601941745,0.914396887159533,0.8639705882352942,0.888468809073724,0.6436391215458682,0.6819852941176471,0.6578266375465708,0.8389959904063605,0.8132911392405063,0.8242393435851497,0.8132911392405063
076,0.0,0.0,0.0,1.0,0.6075949367088608,0.7559055118110236,0.5,0.3037974683544304,0.3779527559055118,1.0,0.6075949367088608,0.7559055118110236,0.6075949367088608
077,0.0,0.0,0.0,1.0,0.8924050632911392,0.9431438127090301,0.5,0.4462025316455696,0.47157190635451507,1.0,0.8924050632911392,0.9431438127090301,0.8924050632911392
078,0.0,0.0,0.0,1.0,0.8164556962025317,0.8989547038327527,0.5,0.40822784810126583,0.44947735191637633,1.0,0.8164556962025317,0.8989547038327527,0.8164556962025317
079,0.0,0.0,0.0,1.0,0.9968354430379747,0.9984152139461173,0.5,0.49841772151898733,0.49920760697305866,1.0,0.9968354430379747,0.9984152139461173,0.9968354430379747
080,0.5057915057915058,0.7751479289940828,0.6121495327102804,0.3333333333333333,0.1292517006802721,0.18627450980392157,0.4195624195624196,0.45219981483717747,0.399212021257101,0.42556571037583696,0.47468354430379744,0.41403678471270206,0.47468354430379744
081,0.4083333333333333,0.765625,0.532608695652174,0.923469387755102,0.7182539682539683,0.8080357142857143,0.6659013605442177,0.7419394841269842,0.6703222049689441,0.8191380349608198,0.7278481012658228,0.7522530269675288,0.7278481012658228
082,0.0,0.0,0.0,1.0,0.9968354430379747,0.9984152139461173,0.5,0.49841772151898733,0.49920760697305866,1.0,0.9968354430379747,0.9984152139461173,0.9968354430379747
083,0.6825396825396826,0.7962962962962963,0.7350427350427351,0.9565217391304348,0.9236641221374046,0.9398058252427185,0.8195307108350587,0.8599802092168505,0.8374242801427267,0.9097020205991037,0.9018987341772152,0.9048146642591771,0.9018987341772152
084,0.9013157894736842,0.8058823529411765,0.8509316770186336,0.7987804878048781,0.8972602739726028,0.8451612903225807,0.8500481386392811,0.8515713134568896,0.8480464836706072,0.8539418842722737,0.8481012658227848,0.8482656122793181,0.8481012658227848
085,0.0,0.0,0.0,1.0,0.9968354430379747,0.9984152139461173,0.5,0.49841772151898733,0.49920760697305866,1.0,0.9968354430379747,0.9984152139461173,0.9968354430379747
086,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
087,0.0,0.0,0.0,1.0,0.9177215189873418,0.9570957095709571,0.5,0.4588607594936709,0.47854785478547857,1.0,0.9177215189873418,0.9570957095709571,0.9177215189873418
088,0.9783783783783784,0.7869565217391304,0.8722891566265061,0.6259541984732825,0.9534883720930233,0.7557603686635944,0.8021662884258305,0.8702224469160769,0.8140247626450503,0.8824654686573712,0.8322784810126582,0.8405756257252074,0.8322784810126582
089,1.0,0.6923076923076923,0.8181818181818182,0.04,1.0,0.07692307692307693,0.52,0.8461538461538461,0.4475524475524476,0.9878481012658229,0.6962025316455697,0.8087987961405684,0.6962025316455697
090,0.3404255319148936,0.96,0.5026178010471204,0.8823529411764706,0.1388888888888889,0.24,0.6113892365456821,0.5494444444444444,0.3713089005235602,0.710856925587364,0.3987341772151899,0.3231068990655444,0.3987341772151899
091,0.147239263803681,1.0,0.25668449197860965,1.0,0.523972602739726,0.6876404494382022,0.5736196319018405,0.761986301369863,0.47216247070840595,0.9352333618078745,0.560126582278481,0.6549096172260813,0.560126582278481
092,1.0,0.7692307692307693,0.8695652173913043,0.8611111111111112,1.0,0.9253731343283582,0.9305555555555556,0.8846153846153846,0.8974691758598312,0.9182489451476794,0.9050632911392406,0.9024141811580512,0.9050632911392406
093,0.39748953974895396,0.9405940594059405,0.5588235294117647,0.922077922077922,0.3302325581395349,0.4863013698630137,0.659783730913438,0.6354133087727377,0.5225624496373892,0.7544088505107518,0.5253164556962026,0.5094809208580259,0.5253164556962026
094,0.8235294117647058,0.7567567567567568,0.7887323943661971,0.9274193548387096,0.9504132231404959,0.9387755102040817,0.8754743833017078,0.8535849899486263,0.8637539522851394,0.903090697283405,0.9050632911392406,0.9036388311787542,0.9050632911392406
095,0.0,0.0,0.0,1.0,0.4778481012658228,0.6466809421841542,0.5,0.2389240506329114,0.3233404710920771,1.0,0.4778481012658228,0.6466809421841542,0.4778481012658228
AVERAGE,0.35403492164084666,0.43134668596207176,0.35755628825896,0.7807206236634662,0.6049272955418193,0.630119934004139,0.5986277726521564,0.5493869907519455,0.5250881111315494,0.8688908439752642,0.7086634648944079,0.7336052950668975,0.7086634648944079
