framename,precision,recall,f1,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,accuracy
016,0.18670886075949367,0.18670886075949367,0.18670886075949367,0.3333333333333333,0.06223628691983122,0.10488888888888888,1.0,0.18670886075949367,0.31466666666666665,0.18670886075949367
017,0.0031645569620253164,0.0031645569620253164,0.0031645569620253164,0.3333333333333333,0.0010548523206751054,0.002103049421661409,1.0,0.0031645569620253164,0.006309148264984227,0.0031645569620253164
018,0.5791139240506329,0.5791139240506329,0.5791139240506329,0.3333333333333333,0.1930379746835443,0.24448897795591182,1.0,0.5791139240506329,0.7334669338677354,0.5791139240506329
019,0.2911392405063291,0.2911392405063291,0.2911392405063291,0.3333333333333333,0.0970464135021097,0.1503267973856209,1.0,0.2911392405063291,0.4509803921568627,0.2911392405063291
020,0.9208860759493671,0.9208860759493671,0.9208860759493671,0.3333333333333333,0.3069620253164557,0.3196046128500824,1.0,0.9208860759493671,0.9588138385502473,0.9208860759493671
021,0.25316455696202533,0.25316455696202533,0.25316455696202533,0.3333333333333333,0.08438818565400845,0.13468013468013468,1.0,0.25316455696202533,0.40404040404040403,0.25316455696202533
022,0.560126582278481,0.560126582278481,0.560126582278481,0.3333333333333333,0.18670886075949367,0.23935091277890466,1.0,0.560126582278481,0.718052738336714,0.560126582278481
023,0.2563291139240506,0.2563291139240506,0.2563291139240506,0.3333333333333333,0.08544303797468354,0.13602015113350127,1.0,0.2563291139240506,0.4080604534005038,0.2563291139240506
024,0.00949367088607595,0.00949367088607595,0.00949367088607595,0.3333333333333333,0.0031645569620253164,0.006269592476489029,1.0,0.00949367088607595,0.018808777429467086,0.00949367088607595
025,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.3333333333333333,0.21518987341772153,0.26153846153846155,1.0,0.6455696202531646,0.7846153846153846,0.6455696202531646
026,0.5537974683544303,0.5537974683544303,0.5537974683544303,0.3333333333333333,0.18459915611814345,0.23761031907671418,1.0,0.5537974683544303,0.7128309572301426,0.5537974683544303
027,0.41455696202531644,0.41455696202531644,0.41455696202531644,0.3333333333333333,0.13818565400843882,0.1953765846383296,1.0,0.41455696202531644,0.5861297539149888,0.41455696202531644
028,0.939873417721519,0.939873417721519,0.939873417721519,0.3333333333333333,0.31329113924050633,0.32300163132137033,1.0,0.939873417721519,0.9690048939641109,0.939873417721519
029,0.1550632911392405,0.1550632911392405,0.1550632911392405,0.3333333333333333,0.05168776371308017,0.08949771689497717,1.0,0.1550632911392405,0.2684931506849315,0.1550632911392405
030,0.006329113924050633,0.006329113924050633,0.006329113924050633,0.0021231422505307855,0.2222222222222222,0.004206098843322818,6.046924131258567e-05,0.006329113924050633,0.0001197939543984347,0.006329113924050633
031,0.27531645569620256,0.27531645569620256,0.27531645569620256,0.39999999999999997,0.4243386243386243,0.2540870047104461,0.9974683544303797,0.2753164556962025,0.4286251670402054,0.27531645569620256
032,0.06645569620253164,0.06645569620253164,0.06645569620253164,0.33674630261660976,0.3525641025641026,0.04312039312039312,0.9874389769732578,0.06645569620253164,0.10790245078219761,0.06645569620253164
AVERAGE,0.459915611814346,0.459915611814346,0.459915611814346,0.3493555781094942,0.2379566782344334,0.22963691855732818,0.8973091609835243,0.459915611814346,0.5380361728549841,0.459915611814346
